2023-06-25 22:44:27.873 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - command task：29 开始, 记录到数据库
2023-06-25 22:44:27.881 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - 加载配置文件模板目录：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/stack/EDP-1.0.0/monitor/render
2023-06-25 22:44:27.887 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - Scanning directory: /Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/stack/EDP-1.0.0/monitor/render
2023-06-25 22:44:27.888 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: prometheus.yml.ftl
2023-06-25 22:44:27.891 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/monitor1/k8s-worker-node2/conf/prometheus.yml
2023-06-25 22:44:27.891 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: grafana-bootstrap.sh.ftl
2023-06-25 22:44:27.893 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/monitor1/k8s-worker-node2/conf/grafana-bootstrap.sh
2023-06-25 22:44:27.894 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: nodeexporter-bootstrap.sh.ftl
2023-06-25 22:44:27.895 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/monitor1/k8s-worker-node2/conf/nodeexporter-bootstrap.sh
2023-06-25 22:44:27.895 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: grafana.ini.ftl
2023-06-25 22:44:27.909 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/monitor1/k8s-worker-node2/conf/grafana.ini
2023-06-25 22:44:27.909 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - Scanning directory: /Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/stack/EDP-1.0.0/monitor/render/provisioning
2023-06-25 22:44:27.909 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - Scanning directory: /Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/stack/EDP-1.0.0/monitor/render/provisioning/datasources
2023-06-25 22:44:27.910 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: provisioning/datasources/prometheus-ds.yaml.ftl
2023-06-25 22:44:27.912 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/monitor1/k8s-worker-node2/conf/provisioning/datasources/prometheus-ds.yaml
2023-06-25 22:44:27.912 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - Scanning directory: /Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/stack/EDP-1.0.0/monitor/render/provisioning/dashboards
2023-06-25 22:44:27.912 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: provisioning/dashboards/grafana.yaml.ftl
2023-06-25 22:44:27.913 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - 完成配置文件生成：/Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/work/monitor1/k8s-worker-node2/conf/provisioning/dashboards/grafana.yaml
2023-06-25 22:44:27.913 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - Scanning directory: /Users/ycw/work/ycw/home_lab_shanghai/k8s/couldeon/cloudeon-assembly-v1.0.0-release/stack/EDP-1.0.0/monitor/render/provisioning/dashboards/grafana
2023-06-25 22:44:27.914 [ForkJoinPool.commonPool-worker-4] INFO  org.dromara.cloudeon.processor.ConfigTask - File found: provisioning/dashboards/grafana/zookeeper.json
